Measurement	Container 	Treatment	Species	Specimen	Stage	Activity level	Zooid length (mm)	Number of zooids	Colony volume (ml)	Date	Experiment	Time point (min)	Sensor ID	Injection time	Start time	O2 (mg/L)	Temperature (°C)	Container volume (ml)	Organism notes	Measurement notes	In-jar velocity (m/s)	Relevant control
539	Plastic	Intact	Salpa fusiformis	D27-Sfus-B-1	Blastozooid	Moderate	15	5	1.6	6/26/2022	14	60	P5	NA	23:23	6.32	24.7	208	Broke apart		NA	525
540	Plastic	Intact	Salpa fusiformis	D27-Sfus-B-1	Blastozooid	Moderate	15	5	1.6	6/26/2022	14	90	P5	NA	23:23	6.29	24.4	208	Broke apart		NA	526
541	Plastic	Intact	Salpa fusiformis	D27-Sfus-B-1	Blastozooid	Moderate	15	5	1.6	6/26/2022	14	120	P5	NA	23:23	6.29	23.8	208	Broke apart		NA	527
542	Plastic	Intact	Salpa aspera	D27-Sasp-B-2	Blastozooid	Active	39	13	15.5	6/26/2022	14	0	P6	NA	23:23	5.93	25.8	980	A few broke off	Sealed early in dive, could not refresh before surfacing	NA	521
543	Plastic	Intact	Salpa aspera	D27-Sasp-B-2	Blastozooid	Active	39	13	15.5	6/26/2022	14	15	P6	NA	23:23	6.03	25.5	980	A few broke off	Sealed early in dive, could not refresh before surfacing	NA	522
544	Plastic	Intact	Salpa aspera	D27-Sasp-B-2	Blastozooid	Active	39	13	15.5	6/26/2022	14	30	P6	NA	23:23	5.72	25.3	980	A few broke off	Sealed early in dive, could not refresh before surfacing	NA	523
545	Plastic	Intact	Salpa aspera	D27-Sasp-B-2	Blastozooid	Active	39	13	15.5	6/26/2022	14	45	P6	NA	23:23	5.64	24.9	980	A few broke off	Sealed early in dive, could not refresh before surfacing	NA	524
546	Plastic	Intact	Salpa aspera	D27-Sasp-B-2	Blastozooid	Active	39	13	15.5	6/26/2022	14	60	P6	NA	23:23	5.53	24.7	980	A few broke off	Sealed early in dive, could not refresh before surfacing	NA	525
547	Plastic	Intact	Salpa aspera	D27-Sasp-B-2	Blastozooid	Active	39	13	15.5	6/26/2022	14	90	P6	NA	23:23	5.37	24.4	980	A few broke off	Sealed early in dive, could not refresh before surfacing	NA	526
548	Plastic	Intact	Salpa aspera	D27-Sasp-B-2	Blastozooid	Active	39	13	15.5	6/26/2022	14	120	P6	NA	23:23	5.22	23.8	980	A few broke off	Sealed early in dive, could not refresh before surfacing	NA	527
549	Plastic	Intact	Salpa aspera	D27-Sasp-B-1	Blastozooid	Active	45	3	8	6/26/2022	14	0	P7	NA	23:23	6.27	25.8	980	2 actively-swimming crustaceans got bycaught		NA	521
550	Plastic	Intact	Salpa aspera	D27-Sasp-B-1	Blastozooid	Active	45	3	8	6/26/2022	14	15	P7	NA	23:23	5.81	25.5	980	2 actively-swimming crustaceans got bycaught		NA	522
551	Plastic	Intact	Salpa aspera	D27-Sasp-B-1	Blastozooid	Active	45	3	8	6/26/2022	14	30	P7	NA	23:23	6.24	25.3	980	2 actively-swimming crustaceans got bycaught		NA	523
552	Plastic	Intact	Salpa aspera	D27-Sasp-B-1	Blastozooid	Active	45	3	8	6/26/2022	14	45	P7	NA	23:23	6.26	24.9	980	2 actively-swimming crustaceans got bycaught		NA	524
553	Plastic	Intact	Salpa aspera	D27-Sasp-B-1	Blastozooid	Active	45	3	8	6/26/2022	14	60	P7	NA	23:23	6.22	24.7	980	2 actively-swimming crustaceans got bycaught		NA	525
554	Plastic	Intact	Salpa aspera	D27-Sasp-B-1	Blastozooid	Active	45	3	8	6/26/2022	14	90	P7	NA	23:23	6.22	24.4	980	2 actively-swimming crustaceans got bycaught		NA	526
555	Plastic	Intact	Salpa aspera	D27-Sasp-B-1	Blastozooid	Active	45	3	8	6/26/2022	14	120	P7	NA	23:23	6.21	23.8	980	2 actively-swimming crustaceans got bycaught		NA	527
556	Plastic	Anesthetized	Cyclosalpa sewelli	D28-Csew-B-1	Blastozooid	Anesthetized	12	10	2.4	6/27/2022	15	0	P1	23:34	23:40	6.3	25.3	208	A few broke off		NA	570
557	Plastic	Anesthetized	Cyclosalpa sewelli	D28-Csew-B-1	Blastozooid	Anesthetized	12	10	2.4	6/27/2022	15	15	P1	23:34	23:40	6.32	24.8	208	A few broke off		NA	571
558	Plastic	Anesthetized	Cyclosalpa sewelli	D28-Csew-B-1	Blastozooid	Anesthetized	12	10	2.4	6/27/2022	15	30	P1	23:34	23:40	6.29	24.5	208	A few broke off		NA	572
559	Plastic	Anesthetized	Cyclosalpa sewelli	D28-Csew-B-1	Blastozooid	Anesthetized	12	10	2.4	6/27/2022	15	60	P1	23:34	23:40	6.33	23.6	208	A few broke off		NA	573
560	Plastic	Anesthetized	Cyclosalpa sewelli	D28-Csew-B-1	Blastozooid	Anesthetized	12	10	2.4	6/27/2022	15	90	P1	23:34	23:40	6.29	23.8	208	A few broke off		NA	574
561	Plastic	Anesthetized	Cyclosalpa sewelli	D28-Csew-B-1	Blastozooid	Anesthetized	12	10	2.4	6/27/2022	15	120	P1	23:34	23:40	6.27	24.1	208	A few broke off		NA	575
562	Plastic	Anesthetized	Cyclosalpa sewelli	D28-Csew-B-1	Blastozooid	Anesthetized	12	10	2.4	6/27/2022	15	150	P1	23:34	23:40	6.34	23.9	208	A few broke off		NA	576
563	Plastic	Anesthetized	Cyclosalpa sewelli	D28-Csew-B-2	Blastozooid	Anesthetized	8	16	2.5	6/27/2022	15	0	P2	23:35	23:40	6.31	25.3	208	A few broke off		NA	570
564	Plastic	Anesthetized	Cyclosalpa sewelli	D28-Csew-B-2	Blastozooid	Anesthetized	8	16	2.5	6/27/2022	15	15	P2	23:35	23:40	6.33	24.8	208	A few broke off		NA	571
565	Plastic	Anesthetized	Cyclosalpa sewelli	D28-Csew-B-2	Blastozooid	Anesthetized	8	16	2.5	6/27/2022	15	30	P2	23:35	23:40	6.33	24.5	208	A few broke off		NA	572
566	Plastic	Anesthetized	Cyclosalpa sewelli	D28-Csew-B-2	Blastozooid	Anesthetized	8	16	2.5	6/27/2022	15	60	P2	23:35	23:40	6.36	23.6	208	A few broke off		NA	573
567	Plastic	Anesthetized	Cyclosalpa sewelli	D28-Csew-B-2	Blastozooid	Anesthetized	8	16	2.5	6/27/2022	15	90	P2	23:35	23:40	6.33	23.8	208	A few broke off		NA	574
568	Plastic	Anesthetized	Cyclosalpa sewelli	D28-Csew-B-2	Blastozooid	Anesthetized	8	16	2.5	6/27/2022	15	120	P2	23:35	23:40	6.28	24.1	208	A few broke off		NA	575
569	Plastic	Anesthetized	Cyclosalpa sewelli	D28-Csew-B-2	Blastozooid	Anesthetized	8	16	2.5	6/27/2022	15	150	P2	23:35	23:40	6.35	23.9	208	A few broke off		NA	576
570	Plastic	Intact	NA	NA	NA	Anesthetized	NA	NA	NA	6/27/2022	15	0	P3 control	NA	23:40	6.36	25.3	72	Control local seawater	Bubble found	NA	NA
571	Plastic	Intact	NA	NA	NA	Anesthetized	NA	NA	NA	6/27/2022	15	15	P3 control	NA	23:40	6.43	24.8	72	Control local seawater	Bubble found	NA	NA
572	Plastic	Intact	NA	NA	NA	Anesthetized	NA	NA	NA	6/27/2022	15	30	P3 control	NA	23:40	6.41	24.5	72	Control local seawater	Bubble found	NA	NA
573	Plastic	Intact	NA	NA	NA	Anesthetized	NA	NA	NA	6/27/2022	15	60	P3 control	NA	23:40	6.46	23.6	72	Control local seawater	Bubble found	NA	NA
574	Plastic	Intact	NA	NA	NA	Anesthetized	NA	NA	NA	6/27/2022	15	90	P3 control	NA	23:40	6.48	23.8	72	Control local seawater	Bubble found	NA	NA
575	Plastic	Intact	NA	NA	NA	Anesthetized	NA	NA	NA	6/27/2022	15	120	P3 control	NA	23:40	6.52	24.1	72	Control local seawater	Bubble found	NA	NA
576	Plastic	Intact	NA	NA	NA	Anesthetized	NA	NA	NA	6/27/2022	15	150	P3 control	NA	23:40	6.54	23.9	72	Control local seawater	Bubble found	NA	NA
577	Plastic	Anesthetized	Brooksia rostrata	D28-Bros-B-1	Blastozooid	Anesthetized	8	9	0.45	6/27/2022	15	0	P4	23:36	23:40	6.35	25.3	208	One zooid broke off		NA	570
578	Plastic	Anesthetized	Brooksia rostrata	D28-Bros-B-1	Blastozooid	Anesthetized	8	9	0.45	6/27/2022	15	15	P4			6.41	24.8	208	One zooid broke off		NA	571
579	Plastic	Anesthetized	Brooksia rostrata	D28-Bros-B-1	Blastozooid	Anesthetized	8	9	0.45	6/27/2022	15	30	P4			6.41	24.5	208	One zooid broke off		NA	572
580	Plastic	Anesthetized	Brooksia rostrata	D28-Bros-B-1	Blastozooid	Anesthetized	8	9	0.45	6/27/2022	15	60	P4			6.46	23.6	208	One zooid broke off		NA	573
581	Plastic	Anesthetized	Brooksia rostrata	D28-Bros-B-1	Blastozooid	Anesthetized	8	9	0.45	6/27/2022	15	90	P4			6.43	23.8	208	One zooid broke off		NA	574
582	Plastic	Anesthetized	Brooksia rostrata	D28-Bros-B-1	Blastozooid	Anesthetized	8	9	0.45	6/27/2022	15	120	P4			6.45	24.1	208	One zooid broke off		NA	575
583	Plastic	Anesthetized	Brooksia rostrata	D28-Bros-B-1	Blastozooid	Anesthetized	8	9	0.45	6/27/2022	15	150	P4			6.47	23.9	208	One zooid broke off		NA	576
584	Plastic	Intact	Salpa aspera	D28-Sasp-B-1	Blastozooid	Active	20	10	3.3	6/27/2022	15	0	P5	NA	23:40	6.09	25.3	208			NA	570
585	Plastic	Intact	Salpa aspera	D28-Sasp-B-1	Blastozooid	Active	20	10	3.3	6/27/2022	15	15	P5	NA	23:40	6.03	24.8	208			NA	571
586	Plastic	Intact	Salpa aspera	D28-Sasp-B-1	Blastozooid	Active	20	10	3.3	6/27/2022	15	30	P5	NA	23:40	5.97	24.5	208			NA	572
587	Plastic	Intact	Salpa aspera	D28-Sasp-B-1	Blastozooid	Active	20	10	3.3	6/27/2022	15	60	P5	NA	23:40	5.88	23.6	208			NA	573
588	Plastic	Intact	Salpa aspera	D28-Sasp-B-1	Blastozooid	Active	20	10	3.3	6/27/2022	15	90	P5	NA	23:40	5.78	23.8	208			NA	574
589	Plastic	Intact	Salpa aspera	D28-Sasp-B-1	Blastozooid	Active	20	10	3.3	6/27/2022	15	120	P5	NA	23:40	5.69	24.1	208			NA	575
590	Plastic	Intact	Salpa aspera	D28-Sasp-B-1	Blastozooid	Active	20	10	3.3	6/27/2022	15	150	P5	NA	23:40	5.63	23.9	208			NA	576
591	Plastic	Anesthetized	Salpa aspera	D28-Sasp-B-2	Blastozooid	Anesthetized	22	57	16.5	6/27/2022	15	0	P6	23:32	23:40	5.71	25.3	980	Half broke off		NA	570
592	Plastic	Anesthetized	Salpa aspera	D28-Sasp-B-2	Blastozooid	Anesthetized	22	57	16.5	6/27/2022	15	15	P6	23:32	23:40	5.75	24.8	980	Half broke off		NA	571
593	Plastic	Anesthetized	Salpa aspera	D28-Sasp-B-2	Blastozooid	Anesthetized	22	57	16.5	6/27/2022	15	30	P6	23:32	23:40	5.73	24.5	980	Half broke off		NA	572
594	Plastic	Anesthetized	Salpa aspera	D28-Sasp-B-2	Blastozooid	Anesthetized	22	57	16.5	6/27/2022	15	60	P6	23:32	23:40	5.67	23.6	980	Half broke off		NA	573
595	Plastic	Anesthetized	Salpa aspera	D28-Sasp-B-2	Blastozooid	Anesthetized	22	57	16.5	6/27/2022	15	90	P6	23:32	23:40	5.57	23.8	980	Half broke off		NA	574
596	Plastic	Anesthetized	Salpa aspera	D28-Sasp-B-2	Blastozooid	Anesthetized	22	57	16.5	6/27/2022	15	120	P6	23:32	23:40	5.54	24.1	980	Half broke off		NA	575
597	Plastic	Anesthetized	Salpa aspera	D28-Sasp-B-2	Blastozooid	Anesthetized	22	57	16.5	6/27/2022	15	150	P6	23:32	23:40	5.54	23.9	980	Half broke off		NA	576
598	Plastic	Intact	Salpa fusiformis	D28-Sfus-B1	Blastozooid	Active	12	19	1.8	6/27/2022	15	0	P7	NA	23:40	6.44	25.3	980			NA	570
599	Plastic	Intact	Salpa fusiformis	D28-Sfus-B1	Blastozooid	Active	12	19	1.8	6/27/2022	15	15	P7	NA	23:40	6.53	24.8	980			NA	571
600	Plastic	Intact	Salpa fusiformis	D28-Sfus-B1	Blastozooid	Active	12	19	1.8	6/27/2022	15	30	P7	NA	23:40	6.54	24.5	980			NA	572
601	Plastic	Intact	Salpa fusiformis	D28-Sfus-B1	Blastozooid	Active	12	19	1.8	6/27/2022	15	60	P7	NA	23:40	6.6	23.6	980			NA	573
602	Plastic	Intact	Salpa fusiformis	D28-Sfus-B1	Blastozooid	Active	12	19	1.8	6/27/2022	15	90	P7	NA	23:40	6.57	23.8	980			NA	574
603	Plastic	Intact	Salpa fusiformis	D28-Sfus-B1	Blastozooid	Active	12	19	1.8	6/27/2022	15	120	P7	NA	23:40	6.54	24.1	980			NA	575
604	Plastic	Intact	Salpa fusiformis	D28-Sfus-B1	Blastozooid	Active	12	19	1.8	6/27/2022	15	150	P7	NA	23:40	6.53	23.9	980			NA	576
605	Plastic	Intact	Soestia zonaria	D29-Szon-B-1	Blastozooid	Active	7	9	0.7	6/28/2022	16	0	P1	NA	23:17	6.18	25.8	208		Paired	NA	623
606	Plastic	Intact	Soestia zonaria	D29-Szon-B-1	Blastozooid	Active	7	9	0.7	6/28/2022	16	30	P1	NA	23:17	6.18	24.9	208		Paired	NA	624
607	Plastic	Intact	Soestia zonaria	D29-Szon-B-1	Blastozooid	Active	7	9	0.7	6/28/2022	16	60	P1	NA	23:17	6.15	24.3	208		Paired	NA	625
608	Plastic	Intact	Soestia zonaria	D29-Szon-B-1	Blastozooid	Active	7	9	0.7	6/28/2022	16	90	P1	NA	23:17	6.17	23.9	208		Paired	NA	626
609	Plastic	Intact	Soestia zonaria	D29-Szon-B-1	Blastozooid	Active	7	9	0.7	6/28/2022	16	120	P1	1:23	23:17	6.16	23.6	208		Paired	NA	627
610	Plastic	Anesthetized	Soestia zonaria	D29-Szon-B-1	Blastozooid	Anesthetized	7	9	0.7	6/28/2022	16	153	P1	1:23	23:17	6.16	23.4	208		Paired	NA	628
611	Plastic	Anesthetized	Soestia zonaria	D29-Szon-B-1	Blastozooid	Anesthetized	7	9	0.7	6/28/2022	16	183	P1	1:23	23:17	6.16	23.4	208		Paired	NA	629
612	Plastic	Anesthetized	Soestia zonaria	D29-Szon-B-1	Blastozooid	Anesthetized	7	9	0.7	6/28/2022	16	213	P1	1:23	23:17	6.11	23.4	208		Paired	NA	630
613	Plastic	Anesthetized	Soestia zonaria	D29-Szon-B-1	Blastozooid	Anesthetized	7	9	0.7	6/28/2022	16	243	P1	1:23	23:17	6.12	23.2	208		Paired	NA	631
614	Plastic	Intact	Brooksia rostrata	D29-Bros-B-1	Blastozooid	Active	6	8	0.23	6/28/2022	16	0	P2	NA	23:17	6.19	25.8	208	Couple zooids broke off	Paired	NA	623
615	Plastic	Intact	Brooksia rostrata	D29-Bros-B-1	Blastozooid	Active	6	8	0.23	6/28/2022	16	30	P2	NA	23:17	6.25	24.9	208	Couple zooids broke off	Paired	NA	624
616	Plastic	Intact	Brooksia rostrata	D29-Bros-B-1	Blastozooid	Active	6	8	0.23	6/28/2022	16	60	P2	NA	23:17	6.16	24.3	208	Couple zooids broke off	Paired	NA	625
617	Plastic	Intact	Brooksia rostrata	D29-Bros-B-1	Blastozooid	Active	6	8	0.23	6/28/2022	16	90	P2	NA	23:17	6.24	23.9	208	Couple zooids broke off	Paired	NA	626
618	Plastic	Intact	Brooksia rostrata	D29-Bros-B-1	Blastozooid	Active	6	8	0.23	6/28/2022	16	120	P2	1:24	23:17	6.25	23.6	208	Couple zooids broke off	Paired	NA	627
619	Plastic	Anesthetized	Brooksia rostrata	D29-Bros-B-1	Blastozooid	Anesthetized	6	8	0.23	6/28/2022	16	153	P2	1:24	23:17	6.23	23.4	208	Couple zooids broke off	Paired	NA	628
620	Plastic	Anesthetized	Brooksia rostrata	D29-Bros-B-1	Blastozooid	Anesthetized	6	8	0.23	6/28/2022	16	183	P2	1:24	23:17	6.2	23.4	208	Couple zooids broke off	Paired	NA	629
621	Plastic	Anesthetized	Brooksia rostrata	D29-Bros-B-1	Blastozooid	Anesthetized	6	8	0.23	6/28/2022	16	213	P2	1:24	23:17	6.17	23.4	208	Couple zooids broke off	Paired	NA	630
622	Plastic	Anesthetized	Brooksia rostrata	D29-Bros-B-1	Blastozooid	Anesthetized	6	8	0.23	6/28/2022	16	243	P2	1:24	23:17	6.16	23.2	208	Couple zooids broke off	Paired	NA	631
623	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	6/28/2022	16	0	P3 control	NA	23:17	6.25	25.8	72	Control local seawater	Paired	NA	NA
624	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	6/28/2022	16	30	P3 control	NA	23:17	6.3	24.9	72	Control local seawater	Paired	NA	NA
625	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	6/28/2022	16	60	P3 control	NA	23:17	6.27	24.3	72	Control local seawater	Paired	NA	NA
626	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	6/28/2022	16	90	P3 control	NA	23:17	6.34	23.9	72	Control local seawater	Paired	NA	NA
627	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	6/28/2022	16	120	P3 control	1:26	23:17	6.36	23.6	72	Control local seawater	Paired	NA	NA
628	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	6/28/2022	16	153	P3 control	1:26	23:17	6.37	23.4	72	Control local seawater	Paired	NA	NA
629	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	6/28/2022	16	183	P3 control	1:26	23:17	6.34	23.4	72	Control local seawater	Paired	NA	NA
630	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	6/28/2022	16	213	P3 control	1:26	23:17	6.35	23.4	72	Control local seawater	Paired	NA	NA
631	Plastic	Anesthetized	NA	NA	NA	NA	NA	NA	NA	6/28/2022	16	243	P3 control	1:26	23:17	6.34	23.2	72	Control local seawater	Paired	NA	NA
632	Plastic	Intact	Cyclosalpa sewelli	D29-Csew-B-1	Blastozooid	Moderate	19	5	4.5	6/28/2022	16	0	P4	NA	23:17	6.05	25.8	208		Paired	NA	623
633	Plastic	Intact	Cyclosalpa sewelli	D29-Csew-B-1	Blastozooid	Moderate	19	5	4.5	6/28/2022	16	30	P4	NA	23:17	6.07	24.9	208		Paired	NA	624
634	Plastic	Intact	Cyclosalpa sewelli	D29-Csew-B-1	Blastozooid	Moderate	19	5	4.5	6/28/2022	16	60	P4	NA	23:17	5.95	24.3	208		Paired	NA	625
635	Plastic	Intact	Cyclosalpa sewelli	D29-Csew-B-1	Blastozooid	Moderate	19	5	4.5	6/28/2022	16	90	P4	NA	23:17	5.95	23.9	208		Paired	NA	626
636	Plastic	Intact	Cyclosalpa sewelli	D29-Csew-B-1	Blastozooid	Moderate	19	5	4.5	6/28/2022	16	120	P4	1:28	23:17	5.91	23.6	208		Paired	NA	627
637	Plastic	Anesthetized	Cyclosalpa sewelli	D29-Csew-B-1	Blastozooid	Anesthetized	19	5	4.5	6/28/2022	16	153	P4	1:28	23:17	5.87	23.4	208		Paired	NA	628
638	Plastic	Anesthetized	Cyclosalpa sewelli	D29-Csew-B-1	Blastozooid	Anesthetized	19	5	4.5	6/28/2022	16	183	P4	1:28	23:17	5.82	23.4	208		Paired	NA	629
639	Plastic	Anesthetized	Cyclosalpa sewelli	D29-Csew-B-1	Blastozooid	Anesthetized	19	5	4.5	6/28/2022	16	213	P4	1:28	23:17	5.77	23.4	208		Paired	NA	630
640	Plastic	Anesthetized	Cyclosalpa sewelli	D29-Csew-B-1	Blastozooid	Anesthetized	19	5	4.5	6/28/2022	16	243	P4	1:28	23:17	5.73	23.2	208		Paired	NA	631
641	Plastic	Intact	Brooksia rostrata	D29-Bros-B-2	Blastozooid	Active	7	17	1.1	6/28/2022	16	0	P5	NA	23:17	6.2	25.8	208	Couple zooids broke off	Paired	NA	623
642	Plastic	Intact	Brooksia rostrata	D29-Bros-B-2	Blastozooid	Active	7	17	1.1	6/28/2022	16	30	P5	NA	23:17	6.23	24.9	208	Couple zooids broke off	Paired	NA	624
643	Plastic	Intact	Brooksia rostrata	D29-Bros-B-2	Blastozooid	Active	7	17	1.1	6/28/2022	16	60	P5	NA	23:17	6.19	24.3	208	Couple zooids broke off	Paired	NA	625
644	Plastic	Intact	Brooksia rostrata	D29-Bros-B-2	Blastozooid	Active	7	17	1.1	6/28/2022	16	90	P5	NA	23:17	6.25	23.9	208	Couple zooids broke off	Paired	NA	626
645	Plastic	Intact	Brooksia rostrata	D29-Bros-B-2	Blastozooid	Active	7	17	1.1	6/28/2022	16	120	P5	1:29	23:17	6.27	23.6	208	Couple zooids broke off	Paired	NA	627
646	Plastic	Anesthetized	Brooksia rostrata	D29-Bros-B-2	Blastozooid	Anesthetized	7	17	1.1	6/28/2022	16	153	P5	1:29	23:17	6.25	23.4	208	Couple zooids broke off	Paired	NA	628
647	Plastic	Anesthetized	Brooksia rostrata	D29-Bros-B-2	Blastozooid	Anesthetized	7	17	1.1	6/28/2022	16	183	P5	1:29	23:17	6.22	23.4	208	Couple zooids broke off	Paired	NA	629
648	Plastic	Anesthetized	Brooksia rostrata	D29-Bros-B-2	Blastozooid	Anesthetized	7	17	1.1	6/28/2022	16	213	P5	1:29	23:17	6.18	23.4	208	Couple zooids broke off	Paired	NA	630
649	Plastic	Anesthetized	Brooksia rostrata	D29-Bros-B-2	Blastozooid	Anesthetized	7	17	1.1	6/28/2022	16	243	P5	1:29	23:17	6.16	23.2	208	Couple zooids broke off	Paired	NA	631
650	Plastic	Anesthetized	Salpa maxima	D29-Smax-B-1a	Blastozooid	Anesthetized	115	3	55	6/28/2022	16	0	P6	23:15	23:17	6.04	25.8	980	1/3 zooids broke, amphipods		NA	623
651	Plastic	Anesthetized	Salpa maxima	D29-Smax-B-1a	Blastozooid	Anesthetized	115	3	55	6/28/2022	16	30	P6	23:15	23:17	6.01	24.9	980	1/3 zooids broke, amphipods		NA	624
652	Plastic	Anesthetized	Salpa maxima	D29-Smax-B-1a	Blastozooid	Anesthetized	115	3	55	6/28/2022	16	60	P6	23:15	23:17	5.83	24.3	980	1/3 zooids broke, amphipods		NA	625
653	Plastic	Anesthetized	Salpa maxima	D29-Smax-B-1a	Blastozooid	Anesthetized	115	3	55	6/28/2022	16	90	P6	23:15	23:17	5.83	23.9	980	1/3 zooids broke, amphipods		NA	626
654	Plastic	Anesthetized	Salpa maxima	D29-Smax-B-1a	Blastozooid	Anesthetized	115	3	55	6/28/2022	16	120	P6	23:15	23:17	5.72	23.6	980	1/3 zooids broke, amphipods		NA	627
655	Plastic	Intact	Salpa maxima	D29-Smax-B-1b	Blastozooid	Active	115	4	53	6/28/2022	16	0	P7	NA	23:17	5.8	25.8	980	2/4 zooids broke, amphipods, poop	Paired	NA	623
656	Plastic	Intact	Salpa maxima	D29-Smax-B-1b	Blastozooid	Active	115	4	53	6/28/2022	16	30	P7	NA	23:17	5.36	24.9	980	2/4 zooids broke, amphipods, poop	Paired	NA	624
657	Plastic	Intact	Salpa maxima	D29-Smax-B-1b	Blastozooid	Active	115	4	53	6/28/2022	16	60	P7	NA	23:17	4.84	24.3	980	2/4 zooids broke, amphipods, poop	Paired	NA	625
658	Plastic	Intact	Salpa maxima	D29-Smax-B-1b	Blastozooid	Active	115	4	53	6/28/2022	16	90	P7	NA	23:17	4.51	23.9	980	2/4 zooids broke, amphipods, poop	Paired	NA	626
659	Plastic	Intact	Salpa maxima	D29-Smax-B-1b	Blastozooid	Active	115	4	53	6/28/2022	16	120	P7	1:31	23:17	4.12	23.6	980	2/4 zooids broke, amphipods, poop	Paired	NA	627
660	Plastic	Anesthetized	Salpa maxima	D29-Smax-B-1b	Blastozooid	Anesthetized	115	4	53	6/28/2022	16	153	P7	1:31	23:17	3.94	23.4	980	2/4 zooids broke, amphipods, poop	Paired	NA	628
661	Plastic	Anesthetized	Salpa maxima	D29-Smax-B-1b	Blastozooid	Anesthetized	115	4	53	6/28/2022	16	183	P7	1:31	23:17	3.78	23.4	980	2/4 zooids broke, amphipods, poop	Paired	NA	629
662	Plastic	Anesthetized	Salpa maxima	D29-Smax-B-1b	Blastozooid	Anesthetized	115	4	53	6/28/2022	16	213	P7	1:31	23:17	3.61	23.4	980	2/4 zooids broke, amphipods, poop	Paired	NA	630
663	Plastic	Anesthetized	Salpa maxima	D29-Smax-B-1b	Blastozooid	Anesthetized	115	4	53	6/28/2022	16	243	P7	1:31	23:17	3.43	23.2	980	2/4 zooids broke, amphipods, poop	Paired	NA	631
664	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-1	Blastozooid	Anesthetized	18	3	1.5	6/29/2022	17	0	P1	23:56	12:03	6.1	NA	208		No temperature recorded, strange O2 values	NA	676
665	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-1	Blastozooid	Anesthetized	18	3	1.5	6/29/2022	17	30	P1	23:56	12:03	6.16	25.7	208			NA	677
666	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-1	Blastozooid	Anesthetized	18	3	1.5	6/29/2022	17	58	P1	23:56	12:03	6.17	25.4	208			NA	678
667	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-1	Blastozooid	Anesthetized	18	3	1.5	6/29/2022	17	86	P1	23:56	12:03	6.16	25.1	208			NA	679
668	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-1	Blastozooid	Anesthetized	18	3	1.5	6/29/2022	17	114	P1	23:56	12:03	6.17	25	208			NA	680
669	Plastic	Anesthetized	Ritteriella amboinensis	D30-Ramb-B-1	Blastozooid	Anesthetized	18	3	1.5	6/29/2022	17	142	P1	23:56	12:03	6.19	24.8	208			NA	681
670	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D30-Icyl-B-1	Blastozooid	Anesthetized	11	9	12	6/29/2022	17	0	P2	23:57	12:03	6	NA	208	Some broken zooids	No temperature recorded, strange O2 values	NA	676
671	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D30-Icyl-B-1	Blastozooid	Anesthetized	11	9	12	6/29/2022	17	30	P2	23:57	12:03	6.03	25.7	208	Some broken zooids		NA	677
672	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D30-Icyl-B-1	Blastozooid	Anesthetized	11	9	12	6/29/2022	17	58	P2	23:57	12:03	6.02	25.4	208	Some broken zooids		NA	678
673	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D30-Icyl-B-1	Blastozooid	Anesthetized	11	9	12	6/29/2022	17	86	P2	23:57	12:03	6.03	25.1	208	Some broken zooids		NA	679
674	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D30-Icyl-B-1	Blastozooid	Anesthetized	11	9	12	6/29/2022	17	114	P2	23:57	12:03	5.96	25	208	Some broken zooids		NA	680
675	Plastic	Anesthetized	Iasis (Weelia) cylindrica	D30-Icyl-B-1	Blastozooid	Anesthetized	11	9	12	6/29/2022	17	142	P2	23:57	12:03	5.97	24.8	208	Some broken zooids		NA	681
676	Plastic	Anesthetized	NA	NA	NA	Anesthetized	NA	NA	NA	6/29/2022	17	0	P3 control	23:57	12:04	6.25	NA	72	Collected in deeper water, no refresh	No temperature recorded, strange O2 values	NA	NA
677	Plastic	Anesthetized	NA	NA	NA	Anesthetized	NA	NA	NA	6/29/2022	17	30	P3 control	23:57	12:04	6.27	25.7	72	Collected in deeper water, no refresh		NA	NA
678	Plastic	Anesthetized	NA	NA	NA	Anesthetized	NA	NA	NA	6/29/2022	17	58	P3 control	23:57	12:04	6.28	25.4	72	Collected in deeper water, no refresh		NA	NA
